วันนี้โคตรเฟล ทำอะไรก็ผิดไปหมด | neg
ไปรษณีย์ส่งของผิดบ้าน ต้องเดินไปตามทวงที่บ้านซอยถัดไป | neg
เสื้อขาวเพิ่งซักเสร็จ โดนน้ำโคลนกระเด็นใส่ตอนเดินไปทำงาน | neg
แบตสำรองบวมเป่ง เพิ่งซื้อมาแท้ๆ กลัวระเบิดต้องทิ้งเลย | neg
โดนพนักงานขายนินทาระยะเผาขน คิดว่าเราไม่ได้ยินหรือไง | neg
รองเท้าส้นสูงหักกลางห้าง เดินกะเผลกอายคนทั้งบาง | neg
ลืมเซฟไฟล์พรีเซนต์เทชั่น ไฟดับวูบเดียว หายไปทั้งบท | neg
กระเป๋าตังค์หายบนรถเมล์ เงินเดือนเพิ่งกดมาหมดเกลี้ยง | neg
สั่งสลัดผักแต่ผักเหี่ยวเฉาเหมือนค้างคืนมาสามวัน | neg
โดนล็อกล้อเพราะจอดเกินเวลาไปแค่ห้านาที เรียกร้องความเห็นใจไม่ได้เลย | neg
เพื่อนยืมหูฟังไปทำพังแล้วบอกว่ามันพังอยู่แล้ว ชั่วมาก | neg
ฝนตกน้ำรั่วซึมเข้าเพดานห้องนอน ที่นอนชื้นไปหมด | neg
สิวอักเสบขึ้นกลางหน้าผากวันงานเลี้ยงรุ่น หมดกันความมั่นใจ | neg
ตู้กดน้ำกินเหรียญทอนเงินมาไม่ครบ ขาดไปห้าบาทก็เงินนะ | neg
โดนโกงค่ามัดจำหอพัก อ้างว่าห้องสกปรกทั้งที่ทำความสะอาดแทบตาย | neg
เน็ตช้าหมุนติ้วดูหนังกระตุกทุกสามวิ เสียอารมณ์สุดขีด | neg
สั่งเสื้อออนไลน์ ไซส์ L แต่เล็กเท่าเสื้อเด็ก ใส่แขนยังไม่เข้า | neg
โดนนกขี้ใส่หัวตอนยืนรอรถเมล์ ซวยซ้ำซวยซ้อนจริงๆ | neg
โดนเจ้านายไลน์ด่ายับตอนสี่ทุ่ม นอนสะดุ้งเลย | neg
ไมโครเวฟระเบิดตอนอุ่นไข่ต้ม ต้องมานั่งเช็ดตู้ตอนดึก | neg
เผลอลบแชทไลน์สำคัญที่คุยงานไว้ กู้คืนก็ไม่ได้ | neg
โดนวินมอไซค์คิดราคาเหมาแพงกว่าป้ายราคาหน้าปากซอย | neg
